"YEAR","START_DATE","JURISDICTION","PREDICTION_DETECTION_METHOD","METRIC","LOCATION","FINES","END_DATE","DETECTION_METHOD","AGE_GROUP"
2024,"4/1/2024","SA","camera_issued","speed_fines","Inner Regional Australia",87,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","SA","camera_issued","speed_fines","Inner Regional Australia",640,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","SA","police_issued","speed_fines","Inner Regional Australia",515,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","SA","camera_issued","speed_fines","Inner Regional Australia",35,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","SA","camera_issued","speed_fines","Inner Regional Australia",240,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","SA","police_issued","speed_fines","Inner Regional Australia",166,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","SA","camera_issued","speed_fines","Inner Regional Australia",14,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","SA","camera_issued","speed_fines","Inner Regional Australia",34,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","SA","police_issued","speed_fines","Inner Regional Australia",4,"4/30/2024","Police issued","Unknown"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",1,"4/30/2024","Fixed Camera","0-16"
2024,"4/1/2024","SA","police_issued","speed_fines","Major Cities of Australia",2,"4/30/2024","Police issued","0-16"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",387,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",604,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","SA","police_issued","speed_fines","Major Cities of Australia",275,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",982,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",1351,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","SA","police_issued","speed_fines","Major Cities of Australia",511,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",1813,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",2057,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","SA","police_issued","speed_fines","Major Cities of Australia",551,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",675,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",580,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","SA","police_issued","speed_fines","Major Cities of Australia",139,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",131,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","SA","camera_issued","speed_fines","Major Cities of Australia",124,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","SA","police_issued","speed_fines","Major Cities of Australia",6,"4/30/2024","Police issued","Unknown"
2024,"4/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",1,"4/30/2024","Police issued","0-16"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",11,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",16,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",182,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",38,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",79,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",415,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",58,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",154,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",500,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",19,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",81,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",149,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",3,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","SA","camera_issued","speed_fines","Outer Regional Australia",8,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","SA","police_issued","speed_fines","Outer Regional Australia",2,"4/30/2024","Police issued","Unknown"
2024,"4/1/2024","SA","police_issued","speed_fines","Remote Australia",34,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","SA","camera_issued","speed_fines","Remote Australia",9,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","SA","police_issued","speed_fines","Remote Australia",87,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","SA","camera_issued","speed_fines","Remote Australia",7,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","SA","police_issued","speed_fines","Remote Australia",104,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","SA","camera_issued","speed_fines","Remote Australia",2,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","SA","police_issued","speed_fines","Remote Australia",29,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","SA","police_issued","speed_fines","Unknown",23,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","SA","police_issued","speed_fines","Unknown",41,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","SA","camera_issued","speed_fines","Unknown",4,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","SA","police_issued","speed_fines","Unknown",38,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","SA","police_issued","speed_fines","Unknown",11,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","SA","police_issued","speed_fines","Very Remote Australia",28,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","SA","police_issued","speed_fines","Very Remote Australia",58,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","SA","police_issued","speed_fines","Very Remote Australia",75,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","SA","police_issued","speed_fines","Very Remote Australia",12,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","TAS","police_issued","speed_fines","Unknown",0,"4/30/2024","Police issued","0-16"
2024,"4/1/2024","TAS","camera_issued","speed_fines","Unknown",525,"4/30/2024","Fixed or mobile Camera","17-25"
2024,"4/1/2024","TAS","police_issued","speed_fines","Unknown",348,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","TAS","camera_issued","speed_fines","Unknown",1355,"4/30/2024","Fixed or mobile Camera","26-39"
2024,"4/1/2024","TAS","police_issued","speed_fines","Unknown",486,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","TAS","camera_issued","speed_fines","Unknown",1975,"4/30/2024","Fixed or mobile Camera","40-64"
2024,"4/1/2024","TAS","police_issued","speed_fines","Unknown",559,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","TAS","camera_issued","speed_fines","Unknown",792,"4/30/2024","Fixed or mobile Camera","65 and over"
2024,"4/1/2024","TAS","police_issued","speed_fines","Unknown",189,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","TAS","camera_issued","speed_fines","Unknown",2,"4/30/2024","Fixed or mobile Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",0,"4/30/2024","Fixed Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",0,"4/30/2024","Mobile Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",123,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",546,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",473,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",1838,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",764,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",2928,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",370,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",1430,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",21,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Inner Regional Australia",76,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",0,"4/30/2024","Fixed Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",0,"4/30/2024","Mobile Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",2959,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",2182,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",10215,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",8004,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",17446,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",12684,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",5231,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",3772,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",975,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Major Cities of Australia",506,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",0,"4/30/2024","Fixed Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",0,"4/30/2024","Mobile Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",1,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",87,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",8,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",366,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",17,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",578,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",7,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",264,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",1,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Outer Regional Australia",42,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Fixed Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Mobile Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Remote Australia",0,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"4/30/2024","Fixed Camera","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"4/30/2024","Mobile Camera","0-16"
2024,"4/1/2024","VIC","police_issued","speed_fines","Unknown",1,"4/30/2024","Police issued","0-16"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",311,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","VIC","police_issued","speed_fines","Unknown",1974,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",812,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","VIC","police_issued","speed_fines","Unknown",3893,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",1181,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","VIC","police_issued","speed_fines","Unknown",4629,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",256,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","VIC","police_issued","speed_fines","Unknown",1112,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",57,"4/30/2024","Fixed Camera","Unknown"
2024,"4/1/2024","VIC","camera_issued","speed_fines","Unknown",0,"4/30/2024","Mobile Camera","Unknown"
2024,"4/1/2024","VIC","police_issued","speed_fines","Unknown",5,"4/30/2024","Police issued","Unknown"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",1,"4/30/2024","Average speed Camera","0-16"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",5,"4/30/2024","Fixed Camera","0-16"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",15,"4/30/2024","Mobile Camera","0-16"
2024,"4/1/2024","WA","police_issued","speed_fines","Unknown",1,"4/30/2024","Police issued","0-16"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",5,"4/30/2024","Red light Camera","0-16"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",197,"4/30/2024","Average speed Camera","17-25"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",1003,"4/30/2024","Fixed Camera","17-25"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",4262,"4/30/2024","Mobile Camera","17-25"
2024,"4/1/2024","WA","police_issued","speed_fines","Unknown",934,"4/30/2024","Police issued","17-25"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",707,"4/30/2024","Red light Camera","17-25"
2024,"4/1/2024","WA","unknown","speed_fines","Unknown",0,"4/30/2024","Unknown","17-25"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",554,"4/30/2024","Average speed Camera","26-39"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",3170,"4/30/2024","Fixed Camera","26-39"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",10349,"4/30/2024","Mobile Camera","26-39"
2024,"4/1/2024","WA","police_issued","speed_fines","Unknown",1868,"4/30/2024","Police issued","26-39"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",2433,"4/30/2024","Red light Camera","26-39"
2024,"4/1/2024","WA","unknown","speed_fines","Unknown",0,"4/30/2024","Unknown","26-39"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",576,"4/30/2024","Average speed Camera","40-64"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",4621,"4/30/2024","Fixed Camera","40-64"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",14620,"4/30/2024","Mobile Camera","40-64"
2024,"4/1/2024","WA","police_issued","speed_fines","Unknown",2100,"4/30/2024","Police issued","40-64"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",5230,"4/30/2024","Red light Camera","40-64"
2024,"4/1/2024","WA","unknown","speed_fines","Unknown",0,"4/30/2024","Unknown","40-64"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",100,"4/30/2024","Average speed Camera","65 and over"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",1219,"4/30/2024","Fixed Camera","65 and over"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",3488,"4/30/2024","Mobile Camera","65 and over"
2024,"4/1/2024","WA","police_issued","speed_fines","Unknown",444,"4/30/2024","Police issued","65 and over"
2024,"4/1/2024","WA","camera_issued","speed_fines","Unknown",1726,"4/30/2024","Red light Camera","65 and over"
2024,"4/1/2024","WA","unknown","speed_fines","Unknown",0,"4/30/2024","Unknown","65 and over"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",2,"5/31/2024","Fixed Camera","0-16"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",1,"5/31/2024","Mobile Camera","0-16"
2024,"5/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",3,"5/31/2024","Police issued","0-16"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",466,"5/31/2024","Fixed Camera","17-25"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",296,"5/31/2024","Mobile Camera","17-25"
2024,"5/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",92,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",930,"5/31/2024","Fixed Camera","26-39"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",656,"5/31/2024","Mobile Camera","26-39"
2024,"5/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",109,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",1619,"5/31/2024","Fixed Camera","40-64"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",865,"5/31/2024","Mobile Camera","40-64"
2024,"5/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",81,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",470,"5/31/2024","Fixed Camera","65 and over"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",280,"5/31/2024","Mobile Camera","65 and over"
2024,"5/1/2024","ACT","police_issued","speed_fines","Major Cities of Australia",4,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",78,"5/31/2024","Fixed Camera","Unknown"
2024,"5/1/2024","ACT","camera_issued","speed_fines","Major Cities of Australia",46,"5/31/2024","Mobile Camera","Unknown"
2024,"5/1/2024","NSW","police_issued","speed_fines","Inner Regional Australia",3,"5/31/2024","Police issued","0-16"
2024,"5/1/2024","NSW","police_issued","speed_fines","Inner Regional Australia",1299,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","NSW","police_issued","speed_fines","Inner Regional Australia",1937,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","NSW","police_issued","speed_fines","Inner Regional Australia",2096,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","NSW","police_issued","speed_fines","Inner Regional Australia",527,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","NSW","police_issued","speed_fines","Major Cities of Australia",5,"5/31/2024","Police issued","0-16"
2024,"5/1/2024","NSW","police_issued","speed_fines","Major Cities of Australia",1744,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","NSW","police_issued","speed_fines","Major Cities of Australia",1995,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","NSW","police_issued","speed_fines","Major Cities of Australia",1718,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","NSW","police_issued","speed_fines","Major Cities of Australia",263,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","NSW","police_issued","speed_fines","Outer Regional Australia",2,"5/31/2024","Police issued","0-16"
2024,"5/1/2024","NSW","police_issued","speed_fines","Outer Regional Australia",362,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","NSW","police_issued","speed_fines","Outer Regional Australia",623,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","NSW","police_issued","speed_fines","Outer Regional Australia",753,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","NSW","police_issued","speed_fines","Outer Regional Australia",229,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","NSW","police_issued","speed_fines","Remote Australia",31,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","NSW","police_issued","speed_fines","Remote Australia",57,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","NSW","police_issued","speed_fines","Remote Australia",80,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","NSW","police_issued","speed_fines","Remote Australia",30,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","NSW","police_issued","speed_fines","Unknown",101,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","NSW","police_issued","speed_fines","Unknown",107,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","NSW","police_issued","speed_fines","Unknown",100,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","NSW","police_issued","speed_fines","Unknown",36,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","NSW","camera_issued","speed_fines","Unknown",42304,"5/31/2024","Fixed Camera","Unknown"
2024,"5/1/2024","NSW","camera_issued","speed_fines","Unknown",3248,"5/31/2024","Mobile Camera","Unknown"
2024,"5/1/2024","NSW","camera_issued","speed_fines","Unknown",19149,"5/31/2024","Red light Camera","Unknown"
2024,"5/1/2024","NSW","police_issued","speed_fines","Very Remote Australia",3,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","NSW","police_issued","speed_fines","Very Remote Australia",7,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","NSW","police_issued","speed_fines","Very Remote Australia",4,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","NSW","police_issued","speed_fines","Very Remote Australia",5,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",3,"5/31/2024","Mobile Camera","0-16"
2024,"5/1/2024","NT","Other","speed_fines","Unknown",0,"5/31/2024","Other","0-16"
2024,"5/1/2024","NT","police_issued","speed_fines","Unknown",3,"5/31/2024","Police issued","0-16"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",101,"5/31/2024","Fixed Camera","17-25"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",250,"5/31/2024","Mobile Camera","17-25"
2024,"5/1/2024","NT","Other","speed_fines","Unknown",0,"5/31/2024","Other","17-25"
2024,"5/1/2024","NT","police_issued","speed_fines","Unknown",63,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",273,"5/31/2024","Fixed Camera","26-39"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",571,"5/31/2024","Mobile Camera","26-39"
2024,"5/1/2024","NT","Other","speed_fines","Unknown",0,"5/31/2024","Other","26-39"
2024,"5/1/2024","NT","police_issued","speed_fines","Unknown",88,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",458,"5/31/2024","Fixed Camera","40-64"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",658,"5/31/2024","Mobile Camera","40-64"
2024,"5/1/2024","NT","Other","speed_fines","Unknown",0,"5/31/2024","Other","40-64"
2024,"5/1/2024","NT","police_issued","speed_fines","Unknown",94,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",84,"5/31/2024","Fixed Camera","65 and over"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",183,"5/31/2024","Mobile Camera","65 and over"
2024,"5/1/2024","NT","Other","speed_fines","Unknown",0,"5/31/2024","Other","65 and over"
2024,"5/1/2024","NT","police_issued","speed_fines","Unknown",28,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",44,"5/31/2024","Fixed Camera","Unknown"
2024,"5/1/2024","NT","camera_issued","speed_fines","Unknown",45,"5/31/2024","Mobile Camera","Unknown"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",604,"5/31/2024","Fixed Camera","0-16"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",873,"5/31/2024","Mobile Camera","0-16"
2024,"5/1/2024","QLD","police_issued","speed_fines","Unknown",5,"5/31/2024","Police issued","0-16"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",2641,"5/31/2024","Fixed Camera","17-25"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",5361,"5/31/2024","Mobile Camera","17-25"
2024,"5/1/2024","QLD","police_issued","speed_fines","Unknown",2040,"5/31/2024","Police issued","17-25"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",6087,"5/31/2024","Fixed Camera","26-39"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",10555,"5/31/2024","Mobile Camera","26-39"
2024,"5/1/2024","QLD","police_issued","speed_fines","Unknown",3152,"5/31/2024","Police issued","26-39"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",8891,"5/31/2024","Fixed Camera","40-64"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",15686,"5/31/2024","Mobile Camera","40-64"
2024,"5/1/2024","QLD","police_issued","speed_fines","Unknown",3405,"5/31/2024","Police issued","40-64"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",2317,"5/31/2024","Fixed Camera","65 and over"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",4101,"5/31/2024","Mobile Camera","65 and over"
2024,"5/1/2024","QLD","police_issued","speed_fines","Unknown",655,"5/31/2024","Police issued","65 and over"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",90,"5/31/2024","Fixed Camera","Unknown"
2024,"5/1/2024","QLD","camera_issued","speed_fines","Unknown",102,"5/31/2024","Mobile Camera","Unknown"
